row_id,canonical_tag,category,post_count,source_audit_verdict,effective_action,current_display_ja,current_search_ja,proposed_display_ja,proposed_search_ja,reason_code,confidence,decision_source
I70-000281,astolfo_(fate),Character,7648,FIX_SEARCH,FIX_SEARCH,アストルフォ（Fate）,アストルフォ（Fate） | アストルフォ | アストルフォ(Fate),,アストルフォ（Fate） | アストルフォ,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000285,aru_(blue_archive),Character,7626,FIX_DISPLAY,FIX_DISPLAY,陸八魔アル,陸八魔アル | アル,陸八魔アル（ブルーアーカイブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000289,yamato_(kancolle),Character,7571,FIX_SEARCH,FIX_SEARCH,大和（艦これ）,大和（艦これ） | 大和(艦これ) | 大和(艦隊これくしょん) | 大和,,大和（艦これ） | 大和(艦隊これくしょん) | 大和,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000290,hanako_(blue_archive),Character,7557,FIX_DISPLAY,FIX_DISPLAY,浦和ハナコ,浦和ハナコ | ハナコ,浦和ハナコ（ブルーアーカイブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000298,yukikaze_(kancolle),Character,7447,FIX_SEARCH,FIX_SEARCH,雪風（艦これ）,雪風（艦これ） | 雪風(艦これ) | 雪風(艦隊これくしょん) | 雪風,,雪風（艦これ） | 雪風(艦隊これくしょん) | 雪風,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000299,ushio_(kancolle),Character,7438,FIX_SEARCH,FIX_SEARCH,潮（艦これ）,潮（艦これ） | 潮(艦これ) | 潮(艦隊これくしょん),,潮（艦これ） | 潮(艦隊これくしょん),DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000302,baobhan_sith_(fate),Character,7401,FIX_SEARCH,FIX_SEARCH,バーヴァン・シー（Fate）,バーヴァン・シー（Fate） | バーヴァン・シー(Fate) | バーヴァン・シー,,バーヴァン・シー（Fate） | バーヴァン・シー,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000303,female_byleth_(fire_emblem),Character,7357,FIX_DISPLAY,FIX_DISPLAY,ベレス,ベレス,ベレス（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000304,sua_(alien_stage),Character,7352,FIX_DISPLAY,FIX_DISPLAY,スア,スア,スア（异形舞台）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000317,klee_(genshin_impact),Character,7206,FIX_SEARCH,FIX_SEARCH,クレー（原神）,クレー（原神） | クレー | クレー(原神),,クレー（原神） | クレー,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000322,atago_(kancolle),Character,7176,FIX_SEARCH,FIX_SEARCH,愛宕（艦これ）,愛宕（艦これ） | 愛宕(艦これ) | 愛宕(艦隊これくしょん) | 愛宕,,愛宕（艦これ） | 愛宕(艦隊これくしょん) | 愛宕,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000323,son_goku,Character,7167,FIX_DISPLAY,FIX_DISPLAY,孫悟空,孫悟空 | 孫悟空(ドラゴンボール),孫悟空（ドラゴンボール）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000325,lappland_(arknights),Character,7154,FIX_SEARCH,FIX_SEARCH,ラップランド（アークナイツ）,ラップランド（アークナイツ） | ラップランド | ラップランド(アークナイツ),,ラップランド（アークナイツ） | ラップランド,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000326,junko_(touhou),Character,7140,FIX_DISPLAY,FIX_DISPLAY,純狐,純狐,純狐（東方Project）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000327,mizi_(alien_stage),Character,7138,FIX_DISPLAY,FIX_DISPLAY,ミジ,ミジ,ミジ（异形舞台）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000329,tokai_teio_(umamusume),Character,7103,FIX_SEARCH,FIX_SEARCH,トウカイテイオー（ウマ娘）,トウカイテイオー（ウマ娘） | トウカイテイオー | トウカイテイオー(ウマ娘),,トウカイテイオー（ウマ娘） | トウカイテイオー,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000336,ako_(blue_archive),Character,7025,FIX_DISPLAY,FIX_DISPLAY,天雨アコ,天雨アコ | アコ,天雨アコ（ブルーアーカイブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000339,meiko_(vocaloid),Character,6980,FIX_DISPLAY,FIX_DISPLAY,MEIKO,MEIKO | メイコ,MEIKO（ボーカロイド）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000340,akebono_(kancolle),Character,6972,FIX_SEARCH,FIX_SEARCH,曙（艦これ）,曙（艦これ） | 曙(艦これ) | 曙(艦隊これくしょん),,曙（艦これ） | 曙(艦隊これくしょん),DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000341,shoukaku_(kancolle),Character,6943,FIX_SEARCH,FIX_SEARCH,翔鶴（艦これ）,翔鶴（艦これ） | 翔鶴(艦これ) | 翔鶴(艦隊これくしょん) | 翔鶴,,翔鶴（艦これ） | 翔鶴(艦隊これくしょん) | 翔鶴,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000342,asuna_(bunny)_(blue_archive),Character,6937,FIX_SEARCH,FIX_SEARCH,一之瀬アスナ（バニーガール）,一之瀬アスナ（バニーガール） | アスナ(バニーガール) | 一之瀬アスナ(バニーガール) | 一之瀬アスナ,,一之瀬アスナ（バニーガール） | アスナ(バニーガール) | 一之瀬アスナ,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000343,hasumi_(blue_archive),Character,6928,FIX_DISPLAY,FIX_DISPLAY,羽川ハスミ,羽川ハスミ | ハスミ,羽川ハスミ（ブルーアーカイブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000345,skadi_(arknights),Character,6893,FIX_SEARCH,FIX_SEARCH,スカジ（アークナイツ）,スカジ（アークナイツ） | スカジ | スカジ(アークナイツ),,スカジ（アークナイツ） | スカジ,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000349,suzuran_(arknights),Character,6805,FIX_SEARCH,FIX_SEARCH,スズラン（アークナイツ）,スズラン（アークナイツ） | スズラン | スズラン(アークナイツ),,スズラン（アークナイツ） | スズラン,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000354,acheron_(honkai:_star_rail),Character,6775,FIX_SEARCH,FIX_SEARCH,黄泉（スターレイル）,黄泉（スターレイル） | 黄泉(スターレイル) | 黄泉,,黄泉（スターレイル） | 黄泉,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000356,aqua_(konosuba),Character,6755,FIX_DISPLAY,FIX_DISPLAY,アクア,アクア | アクア(このすば),アクア（この素晴らしい世界に祝福を！）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000360,ooyodo_(kancolle),Character,6735,FIX_SEARCH,FIX_SEARCH,大淀（艦これ）,大淀（艦これ） | 大淀(艦これ) | 大淀(艦隊これくしょん) | 大淀,,大淀（艦これ） | 大淀(艦隊これくしょん) | 大淀,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000377,bb_(fate),Character,6565,FIX_SEARCH,FIX_SEARCH,BB（Fate）,BB（Fate） | BB,,BB（Fate） | BB | ビィビィ,RESTORE_TRUSTED_JA_SEARCH,HIGH,search_restore_batch006.csv
I70-000420,silver_wolf_(honkai:_star_rail),Character,6026,FIX_SEARCH,FIX_SEARCH,銀狼（スターレイル）,銀狼（スターレイル） | 銀狼(スターレイル) | 銀狼,,銀狼（スターレイル） | 銀狼,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000422,kris_(deltarune),Character,5991,FIX_DISPLAY,FIX_DISPLAY,クリス,クリス,クリス（デルタルーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000456,cyrene_(demiurge)_(honkai:_star_rail),Character,5745,FIX_BOTH,FIX_DISPLAY,キュレネ（デミウルゴス）,キュレネ（デミウルゴス） | キュレネ,キュレネ（崩壊）（demiurge）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,character_review_final_batch061.csv
I70-000458,raiden_mei,Character,5729,FIX_DISPLAY,FIX_DISPLAY,雷電芽衣,雷電芽衣,雷電芽衣（崩壊）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000481,bremerton_(azur_lane),Character,5456,FIX_SEARCH,FIX_SEARCH,ブレマートン（アズールレーン）,ブレマートン（アズールレーン） | ブレマートン | ブレマートン(アズールレーン),,ブレマートン（アズールレーン） | ブレマートン,DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000482,nakiri_ayame,Character,5450,FIX_DISPLAY,FIX_DISPLAY,百鬼あやめ,百鬼あやめ,百鬼あやめ（ホロライブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000503,sanji_(one_piece),Character,5295,FIX_DISPLAY,FIX_DISPLAY,ヴィンスモーク・サンジ,ヴィンスモーク・サンジ | サンジ,ヴィンスモーク・サンジ（ワンピース）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000509,rotom,Character,5251,FIX_DISPLAY,FIX_DISPLAY,ロトム,ロトム,ロトム（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000573,rosalina,Character,4758,FIX_DISPLAY,FIX_DISPLAY,ロゼッタ,ロゼッタ | ロゼッタ(スーパーマリオ),ロゼッタ（スーパーマリオ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000604,natsuiro_matsuri,Character,4530,FIX_DISPLAY,FIX_DISPLAY,夏色まつり,夏色まつり,夏色まつり（ホロライブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000610,faust_(project_moon),Character,4505,FIX_DISPLAY,FIX_DISPLAY,ファウスト,ファウスト,ファウスト（Project Moon）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000631,shampoo_(ranma_1/2),Character,4405,FIX_DISPLAY,FIX_DISPLAY,シャンプー,シャンプー | シャンプー(らんま1/2),シャンプー（らんま1/2）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000668,takodachi_(ninomae_ina'nis),Character,4207,FIX_DISPLAY,FIX_DISPLAY,タコダチ,タコダチ,タコダチ（ホロライブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000674,callie_(splatoon),Character,4176,FIX_DISPLAY,FIX_DISPLAY,アオリ,アオリ,アオリ（スプラトゥーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000690,ivan_(alien_stage),Character,4100,FIX_DISPLAY,FIX_DISPLAY,イヴァン,イヴァン,イヴァン（异形舞台）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000694,till_(alien_stage),Character,4080,FIX_DISPLAY,FIX_DISPLAY,ティル,ティル,ティル（异形舞台）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000718,kay_(girls_und_panzer),Character,3959,FIX_DISPLAY,FIX_DISPLAY,ケイ,ケイ | ケイ(GuP) | ケイみほ | ケイゆか | ケイダジ,ケイ（ガールズ＆パンツァー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000720,alice_(alice_in_wonderland),Character,3953,FIX_DISPLAY,FIX_DISPLAY,アリス,アリス,アリス（不思議の国のアリス）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000743,azki_(hololive),Character,3843,FIX_DISPLAY,FIX_DISPLAY,AZKi,AZKi,AZKi（ホロライブ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000796,cyrene_(philia093)_(honkai:_star_rail),Character,3659,FIX_BOTH,FIX_DISPLAY,キュレネ（PhiLia093）,キュレネ（PhiLia093） | キュレネ,キュレネ（崩壊）（philia093）,,REVIEW_TRUSTED_BASE_NO_STRONG_JA,HIGH,character_review_final_batch061.csv
I70-000798,lum,Character,3628,FIX_DISPLAY,FIX_DISPLAY,ラム,ラム | ラムちゃん | ラム・インベーダー,ラム（うる星やつら）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000815,jinx_(league),Character,3587,FIX_DISPLAY,FIX_DISPLAY,ジンクス,ジンクス,ジンクス（リーグ・オブ・レジェンド）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000828,anastasia_(idolmaster),Character,3561,FIX_DISPLAY,FIX_DISPLAY,アナスタシア,アナスタシア | アナスタシア(シンデレラガールズ),アナスタシア（アイドルマスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000913,lilith_(darkstalkers),Character,3284,FIX_DISPLAY,FIX_DISPLAY,リリス,リリス | 欲望の迷い子リリス,リリス（ヴァンパイアシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000914,beatrice_(umineko),Character,3280,FIX_DISPLAY,FIX_DISPLAY,ベアトリーチェ,ベアトリーチェ | ベアトリーチェ・カスティリオーニ,ベアトリーチェ（うみねこのなく頃に）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000917,p-head_producer,Character,3271,FIX_DISPLAY,FIX_BOTH,Pヘッドプロデューサー,Pヘッドプロデューサー | Pヘッド,Pヘッド,Pヘッド | Pヘッドプロデューサー,ESTABLISHED_FAN_TERM_PREFER_COMMON_LABEL,HIGH,external_resolution_high_impact_batch066.csv
I70-000924,moria_luluka,Character,3238,FIX_DISPLAY,FIX_DISPLAY,森亜るるか,森亜るるか,森亜るるか（プリキュア）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000936,warspite_(kancolle),Character,3204,FIX_SEARCH,FIX_SEARCH,ウォースパイト（艦これ）,ウォースパイト（艦これ） | ウォースパイト | ウォースパイト(艦これ) | ウォースパイト(艦隊これくしょん),,ウォースパイト（艦これ） | ウォースパイト | ウォースパイト(艦隊これくしょん),DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-000966,boko_(girls_und_panzer),Character,3124,FIX_DISPLAY,FIX_DISPLAY,ボコ,ボコ | ボコられグマ | ボコられグマのボコ,ボコ（ガールズ＆パンツァー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-000979,zero_(mega_man),Character,3093,FIX_SEARCH,FIX_SEARCH,ゼロ（ロックマン）,ゼロ（ロックマン） | ゼロ | ゼロ(Z) | ゼロ(ロックマン),,ゼロ（ロックマン） | ゼロ | ゼロ(Z),DEDUP_SEARCH_TERMS,HIGH,search_dedup_batch007.csv
I70-001002,albedo_(genshin_impact),Character,3041,FIX_DISPLAY,FIX_DISPLAY,アルベド,アルベド | アルベド(原神),アルベド（原神）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001009,lyn_(fire_emblem),Character,3024,FIX_DISPLAY,FIX_DISPLAY,リン,リン | リンディス,リン（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-001013,sonia_(pokemon),Character,3004,FIX_DISPLAY,FIX_DISPLAY,ソニア,ソニア | ソニア(ポケモン),ソニア（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001018,specter_(arknights),Character,2989,FIX_DISPLAY,FIX_DISPLAY,スペクター,スペクター | スペクター(アークナイツ),スペクター（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001033,meisho_doto_(umamusume),Character,2958,FIX_DISPLAY,FIX_DISPLAY,メイショウドトウ,メイショウドトウ | メイショウドトウ(ウマ娘),メイショウドトウ（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001039,grass_wonder_(umamusume),Character,2944,FIX_DISPLAY,FIX_DISPLAY,グラスワンダー,グラスワンダー | グラスワンダー(ウマ娘),グラスワンダー（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001056,saratoga_(kancolle),Character,2898,FIX_DISPLAY,FIX_DISPLAY,サラトガ,サラトガ | サラトガ(艦これ),サラトガ（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001063,akai_haato,Character,2887,FIX_DISPLAY,FIX_DISPLAY,赤井はあと,赤井はあと | はあちゃま,赤井はあと（ホロライブ）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-001066,dante_(devil_may_cry),Character,2878,FIX_DISPLAY,FIX_DISPLAY,ダンテ,ダンテ | ダンテ(DMC),ダンテ（デビルメイクライ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001080,ju_fufu,Character,2863,FIX_SEARCH,FIX_SEARCH,橘福福,橘福福 | チー・フーフー,,橘福福,EXTERNAL_OFFICIAL_DISPLAY_CONFIRMED_REMOVE_UNVERIFIED_READING,HIGH,external_resolution_character_official_batch065.csv
I70-001086,mortis_(bang_dream!),Character,2850,FIX_DISPLAY,FIX_DISPLAY,モーティス,モーティス,モーティス（BanG Dream!）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001088,barghest_(fate),Character,2849,FIX_DISPLAY,FIX_DISPLAY,バーゲスト,バーゲスト | 妖精騎士ガウェイン,バーゲスト（Fate/Grand Order）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-001092,orfevre_(umamusume),Character,2846,FIX_DISPLAY,FIX_DISPLAY,オルフェーヴル,オルフェーヴル | オルフェーヴル(ウマ娘),オルフェーヴル（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001105,dante_(limbus_company),Character,2832,FIX_DISPLAY,FIX_DISPLAY,ダンテ,ダンテ | ダンテ(Limbus Company),ダンテ（Project Moon）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-001112,enterprise_(azur_lane),Character,2815,FIX_DISPLAY,FIX_DISPLAY,エンタープライズ,エンタープライズ | エンタープライズ(アズールレーン),エンタープライズ（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001113,clorinde_(genshin_impact),Character,2814,FIX_DISPLAY,FIX_DISPLAY,クロリンデ,クロリンデ,クロリンデ（原神）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-001119,commander_(nikke),Character,2802,FIX_DISPLAY,FIX_DISPLAY,指揮官,指揮官 | 指揮官(NIKKE),指揮官（勝利の女神：NIKKE）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
