global_row,canonical,classification_status,primary_path,secondary_paths,confidence,classification_reason,source_batch,source_global_row,correction_ids
227,abs_peek,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,衣服のずれ・露出状態として探す。,1,227,[]
228,absolut_vodka,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,飲食物として探す。,1,228,[]
229,absolute_(nikke),PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,229,[]
230,absolute_cinema_(meme),PROPOSED,STYLE_QUALITY_META,[],HIGH,ミーム・定型画面表現として探す。,1,230,[]
231,absolutely_everyone,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,231,[]
232,absolution_(genshin_impact),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,232,[]
233,absorbing,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,233,[]
234,abstract,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,234,[]
235,abstract_background,PROPOSED,PLACE_BACKGROUND,"[""STYLE_QUALITY_META""]",HIGH,抽象的な背景なので背景を主、表現を副にする。,1,235,[]
236,absurdly_detailed_composition,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,236,[]
237,absurdly_long_hair,PROPOSED,HAIR_FACE,[],HIGH,髪型・顔周辺の特徴として探す。,1,237,[]
238,absurdly_long_tail,PROPOSED,BODY_PART,[],MEDIUM,身体特徴・年齢/形態の状態変化として探す。,1,238,[]
239,aburaage,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,飲食物として探す。,1,239,[]
240,abuse,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,240,[]
241,abydos_high_school_logo,PROPOSED,TEXT_SYMBOL/SYMBOL,[],HIGH,ロゴ・紋章・マークとして探す。,1,241,[]
242,abydos_high_school_swimsuit,PROPOSED,CLOTHING/UNIFORM,[],HIGH,学校指定の服装として制服入口から探す。,1,242,[]
243,abyssal_ship,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,243,[]
244,abyssal_ship_transformation,PROPOSED,BODY_PART,[],MEDIUM,身体特徴・年齢/形態の状態変化として探す。,1,244,[]
245,academic_test,PROPOSED,TEXT_SYMBOL/TEXT,"[""OBJECT_PROP/DAILY""]",MEDIUM,試験用紙の文字情報を主、紙面オブジェクトを副にする。,1,245,[]
246,academy_city,PROPOSED,PLACE_BACKGROUND,[],MEDIUM,場所・背景・空間として探す。,1,246,[]
247,acceptor,PROPOSED,OBJECT_PROP,[],MEDIUM,特定の物体・装置で、既存の狭い小分類へ無理に押し込まない。,1,247,[]
248,accessory_tan,PROPOSED,BODY_PART,"[""CLOTHING/ACCESSORY""]",MEDIUM,アクセサリ跡の日焼けという身体状態を主にする。,1,248,[]
249,accident,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,249,[]
250,accidental_exposure,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,衣服のずれ・露出状態として探す。,1,250,[]
251,accidental_kiss,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,251,[]
252,accidental_pervert,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,252,[]
253,accidental_touch,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,253,[]
254,accordion,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,254,[]
255,accurate_ballet,PROPOSED,POSE_MOVEMENT,[],MEDIUM,バレエの姿勢・動きとして探す。,1,255,[]
256,accurate_lolita_coord,PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣装・装備セットとして探す。,1,256,[]
257,ace_(playing_card),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,257,[]
258,ace_of_clubs,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,258,[]
259,ace_of_diamonds,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,259,[]
260,ace_of_hearts,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,260,[]
261,ace_of_spades,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,261,[]
262,achievement_unlocked,PROPOSED,STYLE_QUALITY_META,"[""TEXT_SYMBOL/TEXT""]",MEDIUM,実績通知というUI/画面表現を主、文字を副経路にする。,1,262,[]
263,achiga_school_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,1,263,[]
264,achilles_tendon,PROPOSED,BODY_PART,[],MEDIUM,身体特徴・年齢/形態の状態変化として探す。,1,264,[]
265,acid,PROPOSED,OBJECT_PROP,[],MEDIUM,特定の物体・装置で、既存の狭い小分類へ無理に押し込まない。,1,265,[]
266,acid_graphics,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,266,[]
267,acid_trip,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,267,[]
268,ackchyually_(meme),PROPOSED,STYLE_QUALITY_META,[],HIGH,ミーム・定型画面表現として探す。,1,268,[]
269,acog,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,269,[]
270,acorn,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物・植物由来の実として探す。,1,270,[]
271,acorn_(palico_armor),PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣装・装備セットとして探す。,1,271,[]
272,acorn_hair_ornament,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,身につける装飾・アクセサリとして探す。,1,272,[]
273,acorn_pendant,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,身につける装飾・アクセサリとして探す。,1,273,[]
274,acoustic_guitar,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,274,[]
275,acrobatics,PROPOSED,POSE_MOVEMENT,[],HIGH,姿勢・身体動作として探す。,1,275,[]
276,acronym,PROPOSED,TEXT_SYMBOL/TEXT,[],HIGH,語句・文章要素として探す。,1,276,[]
277,across_the_stars_(idolmaster),PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣装・装備セットとして探す。,1,277,[]
278,acrylic_stand_(object),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,278,[]
279,action_camera,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,279,[]
280,action_figure,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,280,[]
281,actor,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,281,[]
282,actor_connection,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,282,[]
283,actress,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,283,[]
284,ad_(object),PROPOSED,TEXT_SYMBOL/TEXT,"[""OBJECT_PROP/DAILY""]",MEDIUM,広告表示を主、物体としての掲示物を副にする。,1,284,[]
285,ada_wong_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,明示的なコスプレ衣装として探す。,1,285,[]
286,adam's_apple,PROPOSED,BODY_PART,[],MEDIUM,身体特徴・年齢/形態の状態変化として探す。,1,286,[]
287,adaptation_comparison,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,287,[]
288,adapted_costume,PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣装・装備セットとして探す。,1,288,[]
289,adapted_hairstyle,PROPOSED,HAIR_FACE,[],HIGH,髪型・顔周辺の特徴として探す。,1,289,[]
290,adapted_object,PROPOSED,OBJECT_PROP,[],MEDIUM,特定の物体・装置で、既存の狭い小分類へ無理に押し込まない。,1,290,[]
291,adapted_turret,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,291,[]
292,adapted_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,1,292,[]
293,adapted_weapon,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,293,[]
294,adaptive_combat_rifle,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,294,[]
295,adhesive_bra,PROPOSED,CLOTHING/EVERYDAY,[],MEDIUM,日常衣類・履物として探す。,1,295,[]
296,adidas,PROPOSED,CLOTHING/EVERYDAY,[],MEDIUM,日常衣類・履物として探す。,1,296,[]
297,adjustable_wrench,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,297,[]
298,adjusting_another's_clothes,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,298,[]
299,adjusting_another's_eyewear,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,299,[]
300,adjusting_another's_hair,PROPOSED,ACTION_CONTACT/INTERACTION,"[""HAIR_FACE""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,300,[]
301,adjusting_apron,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,301,[]
302,adjusting_belt,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,302,[]
303,adjusting_bow,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,303,[]
304,adjusting_bowtie,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,304,[]
305,adjusting_bra,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,305,[]
306,adjusting_buruma,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,306,[]
307,adjusting_clothes,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,307,[]
308,adjusting_collar,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,308,[]
309,adjusting_dress,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,309,[]
310,adjusting_earrings,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,310,[]
311,adjusting_eyewear,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,311,[]
312,adjusting_footwear,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,312,[]
313,adjusting_gloves,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,313,[]
314,adjusting_goggles,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,314,[]
315,adjusting_hair,PROPOSED,ACTION_CONTACT/INTERACTION,"[""HAIR_FACE""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,315,[]
316,adjusting_hair_ornament,PROPOSED,ACTION_CONTACT/INTERACTION,"[""HAIR_FACE""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,316,[]
317,adjusting_headphones,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,317,[]
318,adjusting_headset,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,318,[]
319,adjusting_headwear,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,319,[]
320,adjusting_hood,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,320,[]
321,adjusting_legwear,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,321,[]
322,adjusting_leotard,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,322,[]
323,adjusting_mask,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,323,[]
324,adjusting_neck_ribbon,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,324,[]
325,adjusting_necktie,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,325,[]
326,adjusting_panties,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,326,[]
327,adjusting_scarf,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,327,[]
328,adjusting_shirt,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,328,[]
329,adjusting_shoe,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,329,[]
330,adjusting_shorts,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,330,[]
331,adjusting_skirt,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,331,[]
332,adjusting_sleeves,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,332,[]
333,adjusting_sock,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,333,[]
334,adjusting_strap,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,334,[]
335,adjusting_swimsuit,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING""]",HIGH,身につけた物や髪を直す行為を主経路にする。,1,335,[]
336,admiral_(kancolle)_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,明示的なコスプレ衣装として探す。,1,336,[]
337,adobe_photoshop,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,337,[]
338,adonis_(flower),PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物・植物由来の実として探す。,1,338,[]
339,adoptive_parent_and_adoptive_child,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,339,[]
340,adoptive_siblings,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,340,[]
341,adoration_(e.g.o),PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣装・装備セットとして探す。,1,341,[]
342,adrenaline!!!,PROPOSED,STYLE_QUALITY_META,[],MEDIUM,画面表現・加工・話題性のタグとして探す。,1,342,[]
343,adrian_helmet,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,身につける装飾・アクセサリとして探す。,1,343,[]
344,adult_baby,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,性的行為またはその前後の文脈として探す。,1,344,[]
345,advanced_nurturing_high_school_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,1,345,[]
346,advanced_ship_(eve_online),PROPOSED,OBJECT_PROP/VEHICLE,[],HIGH,乗り物として探す。,1,346,[]
347,advent_card,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,347,[]
348,advent_deck,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・小物・楽器/カード類として探す。,1,348,[]
349,adzuki_bean,PROPOSED,OBJECT_PROP/FOOD,"[""LIVING_NATURE/PLANT""]",MEDIUM,食材を主、植物由来を副にする。,1,349,[]
350,aedd_(e.g.o),PROPOSED,CLOTHING/COSTUME,[],MEDIUM,衣装・装備セットとして探す。,1,350,[]
351,aegis_(nikke),PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,351,[]
352,aegis_sword_(xenoblade),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,352,[]
353,aegyo_sal,PROPOSED,HAIR_FACE,[],HIGH,髪型・顔周辺の特徴として探す。,1,353,[]
354,aek-971,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,354,[]
355,aerial_battle,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,355,[]
356,aerial_fireworks,PROPOSED,LIGHT_TIME_WEATHER,"[""OBJECT_PROP""]",MEDIUM,空の発光現象として探し、花火物体を副にする。,1,356,[]
357,aerial_hoop,PROPOSED,OBJECT_PROP/DAILY,"[""POSE_MOVEMENT""]",MEDIUM,器具を主、使用時のポーズを副にする。,1,357,[]
358,aerith_gainsborough_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,明示的なコスプレ衣装として探す。,1,358,[]
359,aerobics,PROPOSED,POSE_MOVEMENT,[],HIGH,姿勢・身体動作として探す。,1,359,[]
360,aerokinesis,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,360,[]
361,aerosol,PROPOSED,OBJECT_PROP,[],MEDIUM,特定の物体・装置で、既存の狭い小分類へ無理に押し込まない。,1,361,[]
362,aerospray_(splatoon),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,362,[]
363,aestus_domus_aurea,PROPOSED,PLACE_BACKGROUND,[],MEDIUM,場所・背景・空間として探す。,1,363,[]
364,aestus_estus,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘装備として探す。,1,364,[]
365,aether_(genshin_impact)_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,明示的なコスプレ衣装として探す。,1,365,[]
366,aether_foundation_employee_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,明示的なコスプレ衣装として探す。,1,366,[]
367,aether_foundation_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,1,367,[]
368,aeug,PROPOSED,PERSON_COUNT,[],MEDIUM,人物・役柄・部隊/グループとして探す。,1,368,[]
369,affection_meter,PROPOSED,STYLE_QUALITY_META,"[""TEXT_SYMBOL/SYMBOL""]",MEDIUM,好感度ゲージというUI表現を主、記号表示を副にする。,1,369,[]
370,affectionate,PROPOSED,EXPRESSION_EMOTION,[],MEDIUM,表情・感情/雰囲気として探す。,1,370,[]
371,affectionate_harem,PROPOSED,PERSON_COUNT,"[""EXPRESSION_EMOTION""]",MEDIUM,複数人物の関係構成を主、親密な雰囲気を副にする。,1,371,[]
372,affinity_sunglasses_(blue_archive),PROPOSED,CLOTHING/ACCESSORY,[],HIGH,身につける装飾・アクセサリとして探す。,1,372,[]
373,affirmation,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,行為・接触・活動として探す。,1,373,[]
