lane_local_index,review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
116,347,sitting_on_mushroom,YES,キノコの上に座る姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,座る位置関係が主要な視覚要素,,,,,,,[],[],[],NO,,CHECKED,[],
117,350,orgasm_face,YES,オーガズム時の恍惚とした表情,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,表情として探すのが自然,,,,,,,"[""EXPRESSION_EMOTION/""]",[],[],NO,,CHECKED,[],
118,353,protocol_omega,YES,Inazuma Eleven GO Chrono Stoneの組織・チーム「Protocol Omega」の固有参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://www.zerochan.net/1452133""]",
119,356,vulture,YES,ハゲワシ,BROWSE_WORTHY,LIVING,CORE,動物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
120,359,hugging_own_leg,YES,自分の脚を抱える姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,身体配置として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
121,362,instant_udon,YES,インスタントうどん,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
122,365,haraegushi,YES,神道の祓いに使う祓串,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
123,368,maya_(culture),YES,古代メソアメリカのマヤ文明・文化を表す参照,MIXED,SCENE_BACKGROUND,CORE,文化的な場面・環境として探す入口が自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/Maya_civilization""]",
124,371,torn_boots,YES,破れたブーツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
125,374,shinjuku_(tokyo),YES,東京都の新宿を表す場所・都市景観,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
126,377,one_breast_out,YES,片方の乳房だけを衣服から露出した状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]","[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
127,380,kiwi_slice,YES,輪切りのキウイ,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
128,383,title_screen,YES,作品名などを示すタイトル画面,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・レイアウト要素として探すのが自然,,,,,,,"[""TEXT_SYMBOL/LAYOUT""]",[],[],NO,,CHECKED,[],
129,386,beta_pollux,YES,ふたご座の恒星ポルックス（Beta Geminorum）の固有参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/Pollux_(star)""]",
130,389,california,YES,米国カリフォルニア州を示す場所・景観,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,場所として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
131,392,hand_on_own_hat,YES,自分の帽子に手を置いた姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,手の位置が主要な身体配置,,,,,,,[],[],[],NO,,CHECKED,[],
132,395,gun_in_another's_mouth,YES,他人の口内へ銃口を入れる行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]","[""MOUTH_ORAL""]",[],NO,,CHECKED,[],
133,398,planted_polearm,YES,地面に立てられた長柄武器,BROWSE_WORTHY,TOOL_OBJECT,CORE,武器として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
134,401,window_blinds,YES,窓に設置されたブラインド,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,室内背景の設備として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
135,404,headstand,YES,頭を床につけ逆立ちする姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,姿勢として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
136,407,sputnik,YES,ソ連の人工衛星スプートニク,BROWSE_WORTHY,TOOL_OBJECT,CORE,宇宙機という物体として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
137,410,red_sclera,YES,赤色の強膜,BROWSE_WORTHY,HAIR_FACE,CORE,目の外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
138,413,windshield,YES,車両のフロントガラス,BROWSE_WORTHY,TOOL_OBJECT,CORE,車両部品として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
139,416,ovum,YES,卵細胞・卵子を可視化した表現,BROWSE_WORTHY,BODY_SITE,CORE,身体・生殖に関する対象として探すのが自然,,,,,,,[],[],"[""REPRO_PREGNANCY_LACTATION""]",NO,,CHECKED,[],
140,419,white_singlet,YES,白いシングレット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
141,422,alpha_signature,YES,固有の署名・シグネチャー表現を指す参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
142,425,yukata,YES,浴衣,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
143,428,bomber_jacket,YES,ボンバージャケット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
144,431,inflation,YES,身体が膨張・膨らんだ状態,BROWSE_WORTHY,BODY_SITE,CORE,身体状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
145,434,slapping_breasts,YES,乳房を叩く行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,性的な接触行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
146,437,back_peek,YES,衣服の隙間などから背中が覗く状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
147,440,67_(meme),YES,「67」に由来する固有ミームの参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
148,443,braiding_another's_hair,YES,他人の髪を編んでいる行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,対人行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
149,446,patchwork_clothes,YES,継ぎはぎ模様の衣服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
150,449,patterned_skin,YES,模様のある皮膚・肌,BROWSE_WORTHY,BODY_SITE,CORE,身体外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
151,452,bagua,YES,八卦の八つの卦・トライグラムを示す図形記号,BROWSE_WORTHY,TEXT_SYMBOL,CORE,図形記号として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
152,455,beacon,YES,位置や警告を示すビーコン・標識灯,BROWSE_WORTHY,TOOL_OBJECT,CORE,意図的に配置する設備・小物として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
153,458,sidelighting,YES,被写体の横方向から当てるサイドライティング,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,照明方向そのものが主要な生成意図,,,,,,,[],[],[],NO,,CHECKED,[],
154,461,yellow_scales,YES,黄色い鱗で覆われた外観,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,色と鱗状テクスチャの外観そのものを指定したい概念,,,,,,,[],[],[],NO,,CHECKED,[],
155,464,giant_snake,YES,巨大な蛇を被写体・場面要素として出す表現,BROWSE_WORTHY,LIVING,CORE,巨大な動物を出す意図として生物棚が自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
156,467,anal_ball_wear,YES,アナルボールを挿入したまま身につけている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,性的玩具を装着・挿入している状態が中心,TOOL_OBJECT,SUPPORTING,アナルボールという玩具から探す意図も独立して有用,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BUTTOCK_ANAL""]",[],NO,,CHECKED,[],
157,470,holding_envelope,YES,封筒を手に持っている動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,物を持つ動作が主要な視覚意図,TOOL_OBJECT,SUPPORTING,封筒という小物から場面を組み立てる検索も自然,,,,"[""ACTION_CONTACT/OBJECT_USE"",""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
158,473,squirting_dildo,YES,液体を噴き出す・射出するディルド,BROWSE_WORTHY,TOOL_OBJECT,CORE,ディルドという性的玩具そのものが中心,FLUID_EXCRETION,CORE,玩具から液体が噴出する視覚効果も概念に内在,,,,[],[],[],NO,,CHECKED,[],
159,476,qingdai_guanmao,YES,清朝の中国官吏が着用した丸い官帽,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,帽子・装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,RESEARCHED,"[""https://tags.latent.moe/en/t/qingdai_guanmao""]",
160,479,gradient_clothes,YES,色が連続的に変化するグラデーション柄の衣服,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,グラデーション外観がタグの識別的な生成意図,CLOTHING_EXPOSURE,SUPPORTING,衣服の見た目を指定する概念として衣装棚からも自然,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
161,482,nouvelle_tricolor_(idolmaster),YES,アイドルマスター ミリオンライブ！の公式衣装「ヌーベル・トリコロール」,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,特定の公式衣装を生成したい意図は衣装棚が自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,RESEARCHED,"[""https://safebooru.org/index.php?page=atom&tags=nouvelle_tricolor_%28idolmaster%29""]",作品固有名だが複数キャラクターが着る公式衣装として視覚的な衣装概念を持つためbrowse対象とした
162,485,steaming_cup,YES,湯気が立っているカップ,BROWSE_WORTHY,TOOL_OBJECT,CORE,カップという前景小物とその温かい状態を追加する意図が中心,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
163,488,expedition_uniform,YES,探検・遠征用の制服・ユニフォーム,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,制服としての衣装指定が中心,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
164,491,xbox_(original),YES,初代Xbox本体・ゲーム機,BROWSE_WORTHY,TOOL_OBJECT,CORE,特定のゲーム機を小物として出す意図が自然,,,,,,,[],[],[],NO,,CHECKED,[],
165,494,open_mouth,YES,口を開けている顔の状態,BROWSE_WORTHY,HAIR_FACE,CORE,顔の見た目・口の開閉状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
166,497,leopard,YES,ヒョウを被写体・場面要素として出す表現,BROWSE_WORTHY,LIVING,CORE,動物そのものを生成する意図,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
167,500,sadism,YES,他者に苦痛や屈辱を与えることを楽しむサディスティックな関係・行為,BROWSE_WORTHY,RELATION_ROLE,CORE,支配側の嗜好・役割関係として探す意図が中心,,,,,,,[],[],[],NO,,CHECKED,[],
168,503,jade_(gemstone),YES,翡翠・ジェードの宝石や石材,BROWSE_WORTHY,TOOL_OBJECT,CORE,宝石・物体として画面に追加する意図が自然,,,,,,,[],[],[],NO,,CHECKED,[],
169,506,battoujutsu_stance,YES,刀を抜き放つ抜刀術の構え,BROWSE_WORTHY,POSE_POSITION,CORE,身体と刀の構え・姿勢そのものが主要な視覚意図,,,,,,,[],[],[],NO,,CHECKED,[],
170,509,gold_headband,YES,金色のヘッドバンド・カチューシャ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,頭部アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
171,512,upside-down_book,YES,上下逆さまに向けられた本,BROWSE_WORTHY,TOOL_OBJECT,CORE,本という小物の特殊な向きが中心,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
172,515,cleats,YES,靴底に滑り止め突起のあるスポーツ用クリート靴,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
173,518,underworld_(ornament),YES,ヘカーティア・ラピスラズリの鎖に付く冥界を表す球体オーナメント,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://tbib.org/index.php?id=26700677&page=post&s=view""]",東方Projectの特定キャラクター固有装飾で一般的な装飾棚より固有名検索の方が発見しやすい
174,521,serving,YES,飲食物などを相手に提供・給仕している行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,給仕する行為・活動として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
175,524,barrel_shroud,YES,銃身を覆い保護するバレルシュラウド,BROWSE_WORTHY,TOOL_OBJECT,CORE,武器の外観を構成する戦闘用部品・装備として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
176,527,terrier_(dog),YES,テリア系の犬,BROWSE_WORTHY,LIVING,CORE,犬種・動物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
177,530,pushing_wheelchair,YES,車椅子を押している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,人が車椅子を押す動作が中心,TOOL_OBJECT,SUPPORTING,車椅子という移動用具から場面を探す意図も独立して有用,,,,"[""ACTION_CONTACT/OBJECT_USE"", ""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
178,533,koyanskaya_(fate)_(cosplay),YES,『Fate/Grand Order』のコヤンスカヤのコスプレ,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://commons.wikimedia.org/wiki/File:Miu_as_Koyanskaya_at_CWT_K29_20190309b.jpg""]",特定作品キャラクターのコスプレ指定で、一般棚よりキャラクター名検索が自然
179,536,adjusting_headset,YES,ヘッドセットの位置を手で調整している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,装着物を手で調整する動作が中心,TOOL_OBJECT,SUPPORTING,ヘッドセットという機器から探す意図も独立して有用,,,,"[""ACTION_CONTACT/OBJECT_USE"", ""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
180,539,hockey_sweater,YES,アイスホッケー用のジャージ／セーター,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,スポーツ衣装として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
181,542,tea,YES,茶・お茶の飲み物,BROWSE_WORTHY,TOOL_OBJECT,CORE,飲食物として画面に出す意図が自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
182,545,playboy_pokemon,YES,ポケモン風の耳や意匠を取り入れた非伝統的なプレイボーイバニー衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,バニー系のコスチュームとして探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/nontraditional_playboy_bunny""]",
183,548,thailand,YES,国・地域としてのタイ,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
184,551,taking_shelter,YES,雨や危険などを避けて物陰・屋内に避難している行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,避難・雨宿りという人物の行為から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
185,554,sakakino_academy_school_uniform,YES,『School Days』の榊野学園の学校制服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,特定校の制服を衣装として生成する意図が自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,RESEARCHED,"[""https://wiki-origin.giantbomb.com/wiki/Objects/School_Uniform""]",作品固有の学校制服だが視覚的な衣装概念を持つためbrowse対象
186,557,doll_joints,YES,生きたキャラクターに見える人形のような球状・ソケット状の関節,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,身体を人形的に変える外観特徴として探すのが自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/doll_joints""]",
187,560,rowboat,YES,オールで漕ぐ小型の手漕ぎボート,BROWSE_WORTHY,TOOL_OBJECT,CORE,乗り物・小道具として画面に出す意図が自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
188,563,short-sleeved_sweater,YES,半袖のセーター,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の形状指定として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
189,566,anal_object_extraction,YES,肛門・直腸内に挿入された物体を引き抜く／取り出す行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,肛門から物体を取り出す行為そのものが中心,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""BUTTOCK_ANAL""]",[],NO,,RESEARCHED,"[""https://www.homed.gr/en/emergency-services/anal-object-removal-help/""]",
190,569,purple_bow,YES,紫色のリボン・蝶結び装飾,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,リボン装飾として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
191,572,school_hat,YES,学校制服として用いられる帽子,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,制服系の帽子・装身具として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
192,575,brown_overalls,YES,茶色のオーバーオール,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
193,578,fingers_to_cheek,YES,指を頬に当てる仕草・ポーズ,BROWSE_WORTHY,POSE_POSITION,CORE,手指と顔の位置関係を含むポーズそのものが主要な視覚意図,,,,,,,[],[],[],NO,,CHECKED,[],
194,581,sliding_doors,YES,横方向に滑らせて開閉する引き戸,BROWSE_WORTHY,TOOL_OBJECT,CORE,建具・物体として画面に配置する意図が自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
195,584,ring_(identity)_(project_moon),YES,『Limbus Company』における組織「The Ring」系のキャラクターIdentity,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://limbuscompany.wiki.gg/wiki/Ring""]",作品固有のIdentity系列で、一般的な指輪オブジェクトではない
196,587,gem_(azur_lane),YES,『アズールレーン』に登場する固有デザインのジェム（宝石・通貨表現）,MIXED,TOOL_OBJECT,CORE,宝石・ゲーム内アイテムとして探す意図が成立,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/posts/2996422?q=gem_%28azur_lane%29""]",作品固有のジェムなので名称検索も自然
197,590,autopenetration,YES,男性が自分の陰茎を自分の肛門へ挿入する自己挿入の性行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,自己への性的挿入行為そのものが中心,,,,,,,"[""ACTION_CONTACT/INTIMATE""]","[""MALE_GENITAL"", ""BUTTOCK_ANAL""]",[],NO,,RESEARCHED,"[""https://www.lalanguefrancaise.com/dictionnaire/definition/autopenetration""]",
198,593,broken_horns,YES,折れたり欠けたりした角,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,角の損傷を含む非人間的身体外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
199,596,crested_hair,YES,頭頂部が鶏冠状に盛り上がった髪型,BROWSE_WORTHY,HAIR_FACE,CORE,髪型そのものが主要な視覚意図,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://cos.booru.nl/wiki_pages/tag_group%3Ahair_styles""]",
200,599,edamame,YES,枝豆,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として画面に出す意図が自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
201,602,frilled_underwear,YES,フリル装飾の付いた下着,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,下着・衣服の装飾として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
202,605,elevator_door,YES,エレベーターの扉,BROWSE_WORTHY,TOOL_OBJECT,CORE,設備・建具そのものを画面に置く意図が自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
203,608,bloomers,YES,ブルマー型の運動着・下衣,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
204,611,yin_yang_orb,YES,東方Projectで博麗霊夢が用いる陰陽マークの霊力を持つ球体・武器,MIXED,TOOL_OBJECT,CORE,球体の武器・道具として探す意図が成立,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,RESEARCHED,"[""https://en.touhouwiki.net/wiki/Highly_Responsive_to_Prayers/Gameplay""]",作品固有名検索も自然なためMIXED
