subject_type,subject_key,relation_type,object_key,authority_type,evidence_basis,source_url,source_claim,review_state,source_provenance,migration_class
Family,amagami,FAMILY_HOME,amagami,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'amagami' equals the unique in-catalog Copyright root 'amagami'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=amagami; candidate_root_hint=amagami; state=PASS,SAFE_TO_MIGRATE
Family,amatsutsumi,FAMILY_HOME,amatsutsumi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'amatsutsumi' equals the unique in-catalog Copyright root 'amatsutsumi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=amatsutsumi; candidate_root_hint=amatsutsumi; state=PASS,SAFE_TO_MIGRATE
Family,ame_to_kimi_to,FAMILY_HOME,ame_to_kimi_to,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ame_to_kimi_to' equals the unique in-catalog Copyright root 'ame_to_kimi_to'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ame_to_kimi_to; candidate_root_hint=ame_to_kimi_to; state=PASS,SAFE_TO_MIGRATE
Family,american_mcgee's_alice,FAMILY_HOME,american_mcgee's_alice,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,"Second-reviewed Issue #180 exact qualifier review: family key ""american_mcgee's_alice"" equals the unique in-catalog Copyright root ""american_mcgee's_alice""; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.",VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=american_mcgee's_alice; candidate_root_hint=american_mcgee's_alice; state=PASS,SAFE_TO_MIGRATE
Family,among_us,FAMILY_HOME,among_us,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'among_us' equals the unique in-catalog Copyright root 'among_us'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=among_us; candidate_root_hint=among_us; state=PASS,SAFE_TO_MIGRATE
Family,ane_naru_mono,FAMILY_HOME,ane_naru_mono,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ane_naru_mono' equals the unique in-catalog Copyright root 'ane_naru_mono'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ane_naru_mono; candidate_root_hint=ane_naru_mono; state=PASS,SAFE_TO_MIGRATE
Family,angel_beats!,FAMILY_HOME,angel_beats!,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'angel_beats!' equals the unique in-catalog Copyright root 'angel_beats!'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=angel_beats!; candidate_root_hint=angel_beats!; state=PASS,SAFE_TO_MIGRATE
Family,angelic_layer,FAMILY_HOME,angelic_layer,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'angelic_layer' equals the unique in-catalog Copyright root 'angelic_layer'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=angelic_layer; candidate_root_hint=angelic_layer; state=PASS,SAFE_TO_MIGRATE
Family,angry_birds,FAMILY_HOME,angry_birds,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'angry_birds' equals the unique in-catalog Copyright root 'angry_birds'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=angry_birds; candidate_root_hint=angry_birds; state=PASS,SAFE_TO_MIGRATE
Family,animal_crossing,FAMILY_HOME,animal_crossing,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://www.nintendo.com/jp/character/mori/index.html,Nintendo official Animal Crossing page establishes franchise character context.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=animal_crossing; candidate_root=animal_crossing; state=PASS,SAFE_TO_MIGRATE
Family,ano_natsu_de_matteru,FAMILY_HOME,ano_natsu_de_matteru,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ano_natsu_de_matteru' equals the unique in-catalog Copyright root 'ano_natsu_de_matteru'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ano_natsu_de_matteru; candidate_root_hint=ano_natsu_de_matteru; state=PASS,SAFE_TO_MIGRATE
Family,another,FAMILY_HOME,another,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'another' equals the unique in-catalog Copyright root 'another'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=another; candidate_root_hint=another; state=PASS,SAFE_TO_MIGRATE
Family,another_eden,FAMILY_HOME,another_eden,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'another_eden' equals the unique in-catalog Copyright root 'another_eden'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=another_eden; candidate_root_hint=another_eden; state=PASS,SAFE_TO_MIGRATE
Family,ao_no_exorcist,FAMILY_HOME,ao_no_exorcist,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ao_no_exorcist' equals the unique in-catalog Copyright root 'ao_no_exorcist'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ao_no_exorcist; candidate_root_hint=ao_no_exorcist; state=PASS,SAFE_TO_MIGRATE
Family,ao_oni,FAMILY_HOME,ao_oni,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ao_oni' equals the unique in-catalog Copyright root 'ao_oni'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ao_oni; candidate_root_hint=ao_oni; state=PASS,SAFE_TO_MIGRATE
Family,aohada_bocchi,FAMILY_HOME,aohada_bocchi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'aohada_bocchi' equals the unique in-catalog Copyright root 'aohada_bocchi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=aohada_bocchi; candidate_root_hint=aohada_bocchi; state=PASS,SAFE_TO_MIGRATE
Family,aoki_hagane_no_arpeggio,FAMILY_HOME,aoki_hagane_no_arpeggio,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'aoki_hagane_no_arpeggio' equals the unique in-catalog Copyright root 'aoki_hagane_no_arpeggio'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=aoki_hagane_no_arpeggio; candidate_root_hint=aoki_hagane_no_arpeggio; state=PASS,SAFE_TO_MIGRATE
Family,aotu_world,FAMILY_HOME,aotu_world,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'aotu_world' equals the unique in-catalog Copyright root 'aotu_world'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=aotu_world; candidate_root_hint=aotu_world; state=PASS,SAFE_TO_MIGRATE
Family,apex_legends,FAMILY_HOME,apex_legends,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://www.ea.com/ja/games/apex-legends/apex-legends/characters-hub,EA official Apex Legends character hub identifies playable Legends.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=apex_legends; candidate_root=apex_legends; state=PASS,SAFE_TO_MIGRATE
Family,apocalypse_hotel,FAMILY_HOME,apocalypse_hotel,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'apocalypse_hotel' equals the unique in-catalog Copyright root 'apocalypse_hotel'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=apocalypse_hotel; candidate_root_hint=apocalypse_hotel; state=PASS,SAFE_TO_MIGRATE
Family,aquarium_wa_odoranai,FAMILY_HOME,aquarium_wa_odoranai,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'aquarium_wa_odoranai' equals the unique in-catalog Copyright root 'aquarium_wa_odoranai'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=aquarium_wa_odoranai; candidate_root_hint=aquarium_wa_odoranai; state=PASS,SAFE_TO_MIGRATE
Family,ar_tonelico,FAMILY_HOME,ar_tonelico,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ar_tonelico' equals the unique in-catalog Copyright root 'ar_tonelico'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ar_tonelico; candidate_root_hint=ar_tonelico; state=PASS,SAFE_TO_MIGRATE
Family,arc_the_lad,FAMILY_HOME,arc_the_lad,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'arc_the_lad' equals the unique in-catalog Copyright root 'arc_the_lad'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=arc_the_lad; candidate_root_hint=arc_the_lad; state=PASS,SAFE_TO_MIGRATE
Family,arcaea,FAMILY_HOME,arcaea,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'arcaea' equals the unique in-catalog Copyright root 'arcaea'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=arcaea; candidate_root_hint=arcaea; state=PASS,SAFE_TO_MIGRATE
Family,arcana_heart,FAMILY_HOME,arcana_heart,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'arcana_heart' equals the unique in-catalog Copyright root 'arcana_heart'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=arcana_heart; candidate_root_hint=arcana_heart; state=PASS,SAFE_TO_MIGRATE
Family,arknights,FAMILY_HOME,arknights,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'arknights' equals the unique in-catalog Copyright root 'arknights'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=arknights; candidate_root_hint=arknights; state=PASS,SAFE_TO_MIGRATE
Family,ash_arms,FAMILY_HOME,ash_arms,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ash_arms' equals the unique in-catalog Copyright root 'ash_arms'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ash_arms; candidate_root_hint=ash_arms; state=PASS,SAFE_TO_MIGRATE
Family,asobi_asobase,FAMILY_HOME,asobi_asobase,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'asobi_asobase' equals the unique in-catalog Copyright root 'asobi_asobase'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=asobi_asobase; candidate_root_hint=asobi_asobase; state=PASS,SAFE_TO_MIGRATE
Family,asobi_ni_iku_yo!,FAMILY_HOME,asobi_ni_iku_yo!,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'asobi_ni_iku_yo!' equals the unique in-catalog Copyright root 'asobi_ni_iku_yo!'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=asobi_ni_iku_yo!; candidate_root_hint=asobi_ni_iku_yo!; state=PASS,SAFE_TO_MIGRATE
Family,assault_lily,FAMILY_HOME,assault_lily,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'assault_lily' equals the unique in-catalog Copyright root 'assault_lily'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=assault_lily; candidate_root_hint=assault_lily; state=PASS,SAFE_TO_MIGRATE
Family,astral_party,FAMILY_HOME,astral_party,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'astral_party' equals the unique in-catalog Copyright root 'astral_party'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=astral_party; candidate_root_hint=astral_party; state=PASS,SAFE_TO_MIGRATE
Family,atomic_heart,FAMILY_HOME,atomic_heart,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'atomic_heart' equals the unique in-catalog Copyright root 'atomic_heart'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=atomic_heart; candidate_root_hint=atomic_heart; state=PASS,SAFE_TO_MIGRATE
Family,azumanga_daioh,FAMILY_HOME,azumanga_daioh,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'azumanga_daioh' equals the unique in-catalog Copyright root 'azumanga_daioh'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=azumanga_daioh; candidate_root_hint=azumanga_daioh; state=PASS,SAFE_TO_MIGRATE
Family,azur_lane,FAMILY_HOME,azur_lane,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'azur_lane' equals the unique in-catalog Copyright root 'azur_lane'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=azur_lane; candidate_root_hint=azur_lane; state=PASS,SAFE_TO_MIGRATE
Family,bakuretsu_tenshi,FAMILY_HOME,bakuretsu_tenshi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'bakuretsu_tenshi' equals the unique in-catalog Copyright root 'bakuretsu_tenshi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=bakuretsu_tenshi; candidate_root_hint=bakuretsu_tenshi; state=PASS,SAFE_TO_MIGRATE
Family,baldur's_gate,FAMILY_HOME,baldur's_gate,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,"Second-reviewed Issue #180 exact qualifier review: family key ""baldur's_gate"" equals the unique in-catalog Copyright root ""baldur's_gate""; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.",VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=baldur's_gate; candidate_root_hint=baldur's_gate; state=PASS,SAFE_TO_MIGRATE
Family,bang_dream!,FAMILY_HOME,bang_dream!,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'bang_dream!' equals the unique in-catalog Copyright root 'bang_dream!'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=bang_dream!; candidate_root_hint=bang_dream!; state=PASS,SAFE_TO_MIGRATE
Family,banjo-kazooie,FAMILY_HOME,banjo-kazooie,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'banjo-kazooie' equals the unique in-catalog Copyright root 'banjo-kazooie'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=banjo-kazooie; candidate_root_hint=banjo-kazooie; state=PASS,SAFE_TO_MIGRATE
Family,beastars,FAMILY_HOME,beastars,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'beastars' equals the unique in-catalog Copyright root 'beastars'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=beastars; candidate_root_hint=beastars; state=PASS,SAFE_TO_MIGRATE
Family,beatless,FAMILY_HOME,beatless,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'beatless' equals the unique in-catalog Copyright root 'beatless'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=beatless; candidate_root_hint=beatless; state=PASS,SAFE_TO_MIGRATE
Family,bemani,FAMILY_HOME,bemani,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'bemani' equals the unique in-catalog Copyright root 'bemani'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=bemani; candidate_root_hint=bemani; state=PASS,SAFE_TO_MIGRATE
Family,ben_10,FAMILY_HOME,ben_10,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ben_10' equals the unique in-catalog Copyright root 'ben_10'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ben_10; candidate_root_hint=ben_10; state=PASS,SAFE_TO_MIGRATE
Family,berserk,FAMILY_HOME,berserk,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'berserk' equals the unique in-catalog Copyright root 'berserk'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=berserk; candidate_root_hint=berserk; state=PASS,SAFE_TO_MIGRATE
Family,big_mukimuki_&_small_muchimuchi,FAMILY_HOME,big_mukimuki_&_small_muchimuchi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'big_mukimuki_&_small_muchimuchi' equals the unique in-catalog Copyright root 'big_mukimuki_&_small_muchimuchi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=big_mukimuki_&_small_muchimuchi; candidate_root_hint=big_mukimuki_&_small_muchimuchi; state=PASS,SAFE_TO_MIGRATE
Family,bikini_warriors,FAMILY_HOME,bikini_warriors,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'bikini_warriors' equals the unique in-catalog Copyright root 'bikini_warriors'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=bikini_warriors; candidate_root_hint=bikini_warriors; state=PASS,SAFE_TO_MIGRATE
