identity_key,primary_path,general_status,general_confidence
taller_female_shorter_male,PERSON_COUNT,PROPOSED,HIGH
tamagotchi_(creature),PERSON_COUNT,PROPOSED,HIGH
tamaranean,PERSON_COUNT,PROPOSED,MEDIUM
tandem_bicycle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tank,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tank_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tapir_girl,PERSON_COUNT,PROPOSED,HIGH
tatenashi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
taur,PERSON_COUNT,PROPOSED,MEDIUM
taxi,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
teacher,PERSON_COUNT,PROPOSED,HIGH
teacher_and_student,PERSON_COUNT,PROPOSED,HIGH
team_31a_(heaven_burns_red),PERSON_COUNT,PROPOSED,MEDIUM
team_7_(naruto),PERSON_COUNT,PROPOSED,MEDIUM
team_9_(touhou),PERSON_COUNT,PROPOSED,MEDIUM
team_aqua,PERSON_COUNT,PROPOSED,MEDIUM
team_aqua_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_ascella,PERSON_COUNT,PROPOSED,MEDIUM
team_flare,PERSON_COUNT,PROPOSED,MEDIUM
team_flare_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_galactic,PERSON_COUNT,PROPOSED,MEDIUM
team_galactic_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_guy_(naruto),PERSON_COUNT,PROPOSED,MEDIUM
team_magma,PERSON_COUNT,PROPOSED,MEDIUM
team_magma_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_plasma,PERSON_COUNT,PROPOSED,MEDIUM
team_plasma_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_rainbow_rocket_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_rocket,PERSON_COUNT,PROPOSED,MEDIUM
team_rocket_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_skull,PERSON_COUNT,PROPOSED,MEDIUM
team_skull_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
team_sonic_(sonic),PERSON_COUNT,PROPOSED,MEDIUM
team_star,PERSON_COUNT,PROPOSED,MEDIUM
team_yell,PERSON_COUNT,PROPOSED,MEDIUM
tech_2_ship_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tech_3_ship_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tedeza_rize's_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
teitan_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tengu,PERSON_COUNT,PROPOSED,MEDIUM
tengu_family_of_gensokyo_(touhou),PERSON_COUNT,PROPOSED,HIGH
tennis_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tennomifune_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
terrorist,PERSON_COUNT,PROPOSED,HIGH
test_plugsuit_(evangelion),CLOTHING/UNIFORM,PROPOSED,HIGH
tetramand,PERSON_COUNT,PROPOSED,MEDIUM
thai_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
themis_legal_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
thief,PERSON_COUNT,PROPOSED,HIGH
third_wheel,PERSON_COUNT,PROPOSED,HIGH
thors_military_academy_branch_campus_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
thors_military_academy_class_vii_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
thors_military_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
three-wheeler,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tie_fighter,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tiefling,PERSON_COUNT,PROPOSED,MEDIUM
tiger_girl,PERSON_COUNT,PROPOSED,HIGH
tiltrotor,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toddler,PERSON_COUNT,PROPOSED,HIGH
tohmi_higashi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tohno_tengu_shinobi_group_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tokisadame_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tokiwadai_school_gym_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tokiwadai_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tokyo-3_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tomboy,PERSON_COUNT,PROPOSED,HIGH
tomoeda_elementary_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tomoeda_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tomoeda_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
too_many_clones,PERSON_COUNT,PROPOSED,HIGH
tootsuki_saryou_ryouri_gakuen_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tour_guide,PERSON_COUNT,PROPOSED,HIGH
towano_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
toy_airplane,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toy_boat,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toy_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toy_tank,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toy_train,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyogasaki_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
toyota,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_86,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_celica,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_hiace,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_prius,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_supra,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_supra_mk_iv,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
toyota_supra_mk_v,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tracen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tracen_training_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
track_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tractor,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tractor_beam,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
traditional_elf,PERSON_COUNT,PROPOSED,HIGH
traditional_harpy,PERSON_COUNT,PROPOSED,HIGH
traditional_nun,PERSON_COUNT,PROPOSED,HIGH
traditional_youkai,PERSON_COUNT,PROPOSED,HIGH
traffic_officer,PERSON_COUNT,PROPOSED,HIGH
trailer,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
train,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
train_attendant,PERSON_COUNT,PROPOSED,HIGH
train_conductor,PERSON_COUNT,PROPOSED,HIGH
training_wear_(fire_emblem_engage),CLOTHING/UNIFORM,PROPOSED,HIGH
transit_bus,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tres_bien_maid_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tricycle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
trinity_general_school_sportswear,CLOTHING/UNIFORM,PROPOSED,HIGH
triplets,PERSON_COUNT,PROPOSED,HIGH
truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tsab_air_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsab_executive_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsab_ground_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsab_naval_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsubakigaoka_metropolitan_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsubakisakuhana_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsubame_nishi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsuganoki_second_junior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsukinaga_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsukinomori_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsukishima_general_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsukumihara_academy_uniform_(fate/extra),CLOTHING/UNIFORM,PROPOSED,HIGH
tsukumihara_academy_uniform_(fate/extra_ccc),CLOTHING/UNIFORM,PROPOSED,HIGH
tsukumogami,PERSON_COUNT,PROPOSED,HIGH
tsuruga_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
tsuwabuki_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
turretless_tank,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
tutor,PERSON_COUNT,PROPOSED,HIGH
twins,PERSON_COUNT,PROPOSED,HIGH
type_10_(tank),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
type_3_chi-nu,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
type_74_(tank),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
type_89_i-gou,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
type_90_(tank),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
type_95_ha-gou,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
type_97_chi-ha,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ufo,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ufo_hair_ornament,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
uh-1_iroquois,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
uh-60_blackhawk,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
umpire,PERSON_COUNT,PROPOSED,MEDIUM
uncle_and_nephew,PERSON_COUNT,PROPOSED,MEDIUM
uncle_and_niece,PERSON_COUNT,PROPOSED,MEDIUM
unconventional_police_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
unconventional_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
unicycle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
unmanned_aerial_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
unmanned_ground_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
uss_iowa_(bb-61),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
v-22_osprey,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
v_formation,PERSON_COUNT,PROPOSED,MEDIUM
van,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
vanilla,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
vanity_table,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
vans,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
variable_fighter,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
vehicle_chase,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
vespa,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
veterinarian,PERSON_COUNT,PROPOSED,MEDIUM
volkswagen_beetle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
volkswagen_type_2,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
vtol,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
wagon,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
waiter,PERSON_COUNT,PROPOSED,HIGH
walker_(robot),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
warrior,PERSON_COUNT,PROPOSED,MEDIUM
warship,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
watercraft,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
weasel_boy,PERSON_COUNT,PROPOSED,MEDIUM
weasel_girl,PERSON_COUNT,PROPOSED,MEDIUM
whale_girl,PERSON_COUNT,PROPOSED,MEDIUM
wife_and_wife,PERSON_COUNT,PROPOSED,MEDIUM
wife_and_wife_and_wife,PERSON_COUNT,PROPOSED,MEDIUM
wind_glider,OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
winford_academy_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
winter_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
witch,PERSON_COUNT,PROPOSED,MEDIUM
wizard,PERSON_COUNT,PROPOSED,MEDIUM
wolf_boy,PERSON_COUNT,PROPOSED,MEDIUM
wolf_girl,PERSON_COUNT,PROPOSED,MEDIUM
worm_girl,PERSON_COUNT,PROPOSED,MEDIUM
x-wing,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
yacht,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
yamaboshi_private_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yamabuki_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yamaha_vino,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
yamaku_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yamato_(battleship),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
yasogami_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yoba_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yokosuka_girls_marine_high_school_swimsuit,CLOTHING/UNIFORM,PROPOSED,HIGH
yokosuka_girls_marine_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yomiyama_north_junior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yordle,PERSON_COUNT,PROPOSED,MEDIUM
yotsuba_university_affiliated_junior_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yotsuboshi_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
youkai_(youkai_watch),PERSON_COUNT,PROPOSED,MEDIUM
youkai_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
youtou_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yuiazu_(unit),PERSON_COUNT,PROPOSED,MEDIUM
yuigaoka_music_program_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yuigaoka_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yuki_onna,PERSON_COUNT,PROPOSED,MEDIUM
yukuni_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yumenosaki_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yumizuki_imperial_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yurigaoka_girls_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yurodiviye_(identity)_(project_moon),PERSON_COUNT,PROPOSED,MEDIUM
yuujo,PERSON_COUNT,PROPOSED,MEDIUM
yuunagi_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
yuyushiki's_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
zabrak,PERSON_COUNT,PROPOSED,MEDIUM
zaft_(gundam),PERSON_COUNT,PROPOSED,MEDIUM
zaft_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
zanscare,PERSON_COUNT,PROPOSED,MEDIUM
zashiki-warashi,PERSON_COUNT,PROPOSED,MEDIUM
zashono_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
zebesian,PERSON_COUNT,PROPOSED,MEDIUM
zebra_girl,PERSON_COUNT,PROPOSED,MEDIUM
zentradi,PERSON_COUNT,PROPOSED,MEDIUM
zeon,PERSON_COUNT,PROPOSED,MEDIUM
zombie,PERSON_COUNT,PROPOSED,HIGH
zombie_(bleach),PERSON_COUNT,PROPOSED,MEDIUM
zonai,PERSON_COUNT,PROPOSED,MEDIUM
zookeeper,PERSON_COUNT,PROPOSED,HIGH
zora,PERSON_COUNT,PROPOSED,MEDIUM
zwei_association_south_(identity)_(project_moon),PERSON_COUNT,PROPOSED,HIGH
zwei_association_south_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
zwei_association_west_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
